Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
[The effect of musical exercises o the dynamics of work capacity and fatigue in junior grade pupils of musical boarding schools].,/pubmed/4389332,Gerasimovich NI.,Gig Sanit. 1968 Oct;33(10):32-6. Russian.  No abstract available. ,Gig Sanit.  1968,PubMed,citation,PMID:4389332,pubmed,4389332,create date:1968/10/01 | first author:Gerasimovich NI
[Exploration of work capacity and fatigue].,/pubmed/4882792,"Baciu I, Derevenco P.",Fiziol Norm Patol. 1968 Sep-Oct;14(5):385-92. Review. Romanian.  No abstract available. ,Fiziol Norm Patol.  1968,PubMed,citation,PMID:4882792,pubmed,4882792,create date:1968/09/01 | first author:Baciu I
[Heat adaptation and operational fatigue].,/pubmed/4234976,Henane R.,Rev Corps Sante Armees Terre Mer Air. 1967 Dec;8(6):809-24. French.  No abstract available. ,Rev Corps Sante Armees Terre Mer Air.  1967,PubMed,citation,PMID:4234976,pubmed,4234976,create date:1967/12/01 | first author:Henane R
Work-rest cycle in aircrewmen fatigue.,/pubmed/6057317,De Hart RL.,Aerosp Med. 1967 Nov;38(11):1174-9. No abstract available. ,Aerosp Med.  1967,PubMed,citation,PMID:6057317,pubmed,6057317,create date:1967/11/01 | first author:De Hart RL
[Nervous fatigue and work tempo in enterprises with small mechanical equipment].,/pubmed/5618245,"Wagret C, Bourret J, Bourguignon A.",Arch Mal Prof. 1967 Sep;28(9):665-72. French.  No abstract available. ,Arch Mal Prof.  1967,PubMed,citation,PMID:5618245,pubmed,5618245,create date:1967/09/01 | first author:Wagret C
[Studies of energy requirements and characteristics of fatigue in mechanized forestry work].,/pubmed/5585559,"Mihăilă I, Pafnote M, Vaida I, Luchian O.",Fiziol Norm Patol. 1967 Sep-Oct;13(5):439-46. Romanian.  No abstract available. ,Fiziol Norm Patol.  1967,PubMed,citation,PMID:5585559,pubmed,5585559,create date:1967/09/01 | first author:Mihăilă I
[Fatigue in physical work and adrenal gland function].,/pubmed/5620198,Korenskaia EF.,Probl Endokrinol (Mosk). 1967 Jul-Aug;13(4):65-8. Russian.  No abstract available. ,Probl Endokrinol (Mosk).  1967,PubMed,citation,PMID:5620198,pubmed,5620198,create date:1967/07/01 | first author:Korenskaia EF
[Research on the evolution of fatigue in workers exposed to a cold microclimate].,/pubmed/5619545,"Rotaru C, Hăulică I, Stavri, Petruşca R.",Rev Med Chir Soc Med Nat Iasi. 1967 Jul-Sep;73(3):689-92. Romanian.  No abstract available. ,Rev Med Chir Soc Med Nat Iasi.  1967,PubMed,citation,PMID:5619545,pubmed,5619545,create date:1967/07/01 | first author:Rotaru C
[Various electrophysiologic findings on human fatigue during drilling in muscular work].,/pubmed/5613851,Shabanov AI.,Nerv Sist. 1967;8:134-9. Russian.  No abstract available. ,Nerv Sist.  1967,PubMed,citation,PMID:5613851,pubmed,5613851,create date:1967/01/01 | first author:Shabanov AI
[Electromyographic characteristics of the phenomenon of increased work capacity in fatigue during the application of various strengths of proprioceptive stimulation].,/pubmed/5613849,"Khavkina NN, Kopeĭkin GA.",Nerv Sist. 1967;8:123-7. Russian.  No abstract available. ,Nerv Sist.  1967,PubMed,citation,PMID:5613849,pubmed,5613849,create date:1967/01/01 | first author:Khavkina NN
[Night duty nursing and fatigue].,/pubmed/4958676,Azuma Y.,Kangogaku Zasshi. 1966 Nov;30(11):37-42. Japanese.  No abstract available. ,Kangogaku Zasshi.  1966,PubMed,citation,PMID:4958676,pubmed,4958676,create date:1966/11/01 | first author:Azuma Y
[Industrial fatigue and alternative work schedules].,/pubmed/4382703,Saito H.,Nihon Ishikai Zasshi. 1966 Nov 1;56(9):924-40. Japanese.  No abstract available. ,Nihon Ishikai Zasshi.  1966,PubMed,citation,PMID:4382703,pubmed,4382703,create date:1966/11/01 | first author:Saito H
[The nurse and fatigue].,/pubmed/4958701,[No authors listed],Kangogaku Zasshi. 1966 Sep;30(9):14-34. Japanese.  No abstract available. ,Kangogaku Zasshi.  1966,PubMed,citation,PMID:4958701,pubmed,4958701,create date:1966/09/01
[Off-work fatigue. Phenomenologic study].,/pubmed/6013710,Veil C.,Rev Med Psychosom Psychol Med. 1966 Jul-Sep;8(3):287-92. French.  No abstract available. ,Rev Med Psychosom Psychol Med.  1966,PubMed,citation,PMID:6013710,pubmed,6013710,create date:1966/07/01 | first author:Veil C
[Fatigue in an occupational environment].,/pubmed/6013708,Binois R.,Rev Med Psychosom Psychol Med. 1966 Jul-Sep;8(3):243-73. French.  No abstract available. ,Rev Med Psychosom Psychol Med.  1966,PubMed,citation,PMID:6013708,pubmed,6013708,create date:1966/07/01 | first author:Binois R
[Fatigue in nursing duty with special reference to the function of concentration maintenance (TAF) ].,/pubmed/5981766,"Yamamoto S, Shimoda M, Kanemoto T, Nakadaira S, Takakuwa E.",Iryo. 1966 Jul;20(7):649-56. Japanese.  No abstract available. ,Iryo.  1966,PubMed,citation,PMID:5981766,pubmed,5981766,create date:1966/07/01 | first author:Yamamoto S
[Fatigue and exhaustion with special reference to work physiology].,/pubmed/5329010,"Zelený A, Korínek F.",Prac Lek. 1966 May;18(4):171-5. Review. Czech.  No abstract available. ,Prac Lek.  1966,PubMed,citation,PMID:5329010,pubmed,5329010,create date:1966/05/01 | first author:Zelený A
[Experience in studying fatigue during work involving large sensory and small muscular components].,/pubmed/6004451,Daletskaia GV.,Biull Eksp Biol Med. 1966 Feb;61(2):6-9. Russian.  No abstract available. ,Biull Eksp Biol Med.  1966,PubMed,citation,PMID:6004451,pubmed,6004451,create date:1966/02/01 | first author:Daletskaia GV
[The fatigue of female workers--its causes--some resolutions concerning its remedies].,/pubmed/5905749,Cotton-Moine D.,Arch Mal Prof. 1966 Jan-Feb;27(1):112-20. French.  No abstract available. ,Arch Mal Prof.  1966,PubMed,citation,PMID:5905749,pubmed,5905749,create date:1966/01/01 | first author:Cotton-Moine D
[Fatigue and occupational work. I. Biological manifestations].,/pubmed/5855244,"Recoules A, Meunier B, Jeanjean R.",Ann Biol Clin (Paris). 1965 Oct-Dec;23(10):1247-62. French.  No abstract available. ,Ann Biol Clin (Paris).  1965,PubMed,citation,PMID:5855244,pubmed,5855244,create date:1965/10/01 | first author:Recoules A
"[Fatigue and occupational work. II. Trial of a ""defatiguing agent""].",/pubmed/5853628,"Recoules A, Jeanjean R, Jeanjean O, Bernard JM, Meunier B.",Ann Biol Clin (Paris). 1965 Oct-Dec;23(10):1263-77. French.  No abstract available. ,Ann Biol Clin (Paris).  1965,PubMed,citation,PMID:5853628,pubmed,5853628,create date:1965/10/01 | first author:Recoules A
[INFLUENCE OF 5-PHENYL-2 IMINO-4 OXY-OXAZOLIDINE ON PROMPTNESS AND CONSTANCY OF THE MOTOR REACTION IN MAN (IN RELATION TO FATIGUE FROM AERONAUTIC WORK)].,/pubmed/14342167,BANDINI E.,Riv Med Aeronaut Spaz. 1965 Apr-Jun;28:134-61. Italian.  No abstract available. ,Riv Med Aeronaut Spaz.  1965,PubMed,citation,PMID:14342167,pubmed,14342167,create date:1965/04/01 | first author:BANDINI E
[Lumbar pain as a result of muscle fatigue in welders due to constrained positions during work at shipyards].,/pubmed/4221118,"Gwoździewicz J, Waśkiewicz J.",Biul Inst Med Morsk Gdansk. 1965;16(3):187-91. Polish.  No abstract available. ,Biul Inst Med Morsk Gdansk.  1965,PubMed,citation,PMID:4221118,pubmed,4221118,create date:1965/01/01 | first author:Gwoździewicz J
[FATIGUE AND WORK OF THE SKELETAL MUSCLE IN PHYSICAL EXERCISE TRAINING IN THE AGED].,/pubmed/14273599,"MITOLO M, RUCCIA D, COTUGNO V.",G Gerontol. 1964 Nov;12:1313-20. Italian.  No abstract available. ,G Gerontol.  1964,PubMed,citation,PMID:14273599,pubmed,14273599,create date:1964/11/01 | first author:MITOLO M
"FATIGUE, WORK DECREMENT, AND ENDURANCE OF WOMEN IN A SIMPLE REPETITIVE TASK.",/pubmed/14210279,"PIERSON WR, LOCKHART A.",Aerosp Med. 1964 Aug;35:724-5. No abstract available. ,Aerosp Med.  1964,PubMed,citation,PMID:14210279,pubmed,14210279,create date:1964/08/01 | first author:PIERSON WR
[EXPERIMENTAL RESEARCH ON FATIGUE. EFFECT OF PHYSICAL WORK ON THE CONTENT OF SUBSTANCES WITH HIGH ENERGETIC CAPACITY IN THE RAT MYOCARDIUM].,/pubmed/14178083,GRECO A.,Gazz Int Med Chir. 1964 Jun 30;68:1163-6. Italian.  No abstract available. ,Gazz Int Med Chir.  1964,PubMed,citation,PMID:14178083,pubmed,14178083,create date:1964/06/30 | first author:GRECO A
[SOME ELECTROENCEPHALOGRAPHIC CRITERIA OF FATIGUE IN THE INTELLECTUAL WORK].,/pubmed/14260468,KIRIAKOV K.,Zh Vyssh Nerv Deiat Im I P Pavlova. 1964 May-Jun;14:412-6. Russian.  No abstract available. ,Zh Vyssh Nerv Deiat Im I P Pavlova.  1964,PubMed,citation,PMID:14260468,pubmed,14260468,create date:1964/05/01 | first author:KIRIAKOV K
[EFFECT OF LOCAL VIBRATION ON THE PROCESS OF FATIGUE AND RECOVERY DURING STATIC WORK].,/pubmed/14299287,STOMA MF.,Tr Leningr Sanitarnogig Med Inst. 1964;76:157-66. Russian.  No abstract available. ,Tr Leningr Sanitarnogig Med Inst.  1964,PubMed,citation,PMID:14299287,pubmed,14299287,create date:1964/01/01 | first author:STOMA MF
[AUDITORY FATIGUE AND PNEUMATIZATION OF THE MASTOID PROCESSES IN WORKERS EXPOSED TO NOISE].,/pubmed/14190121,CEYPEK T.,Otolaryngol Pol. 1964;18:183-7. Polish.  No abstract available. ,Otolaryngol Pol.  1964,PubMed,citation,PMID:14190121,pubmed,14190121,create date:1964/01/01 | first author:CEYPEK T
[SEMINAR ON FATIGUE IN THE SCHOOL CHILD. III. WORK AND RECREATION IN SCHOOLS].,/pubmed/14092626,DOUADY D.,Concours Med. 1963 Nov 23;85:6339-50. French.  No abstract available. ,Concours Med.  1963,PubMed,citation,PMID:14092626,pubmed,14092626,create date:1963/11/23 | first author:DOUADY D
[FUNCTIONAL AND THERMAL CHANGES DURING THE RECOVERY PERIOD FOLLOWING DEEP FATIGUE CAUSED BY PROLONGED WORK].,/pubmed/14190683,ZAVIALOV VI.,Fiziol Zh. 1963 Nov-Dec;35:816-8. Russian.  No abstract available. ,Fiziol Zh.  1963,PubMed,citation,PMID:14190683,pubmed,14190683,create date:1963/11/01 | first author:ZAVIALOV VI
ISOMETRIC STRENGTH AND OCCURRENCE OF FATIGUE AND WORK DECREMENT.,/pubmed/14057264,PIERSON WR.,Percept Mot Skills. 1963 Oct;17:470. No abstract available. ,Percept Mot Skills.  1963,PubMed,citation,PMID:14057264,pubmed,14057264,create date:1963/10/01 | first author:PIERSON WR
[EFFECT OF PENICILLIN ON THE PHYSICAL CAPACITY FOR WORK AND ON THE EXPERIENCE OF FATIGUE DURING WORK].,/pubmed/14043380,"FURBERG C, RINGQVIST T.",Sven Lakartidn. 1963 Sep 11;60:2650-5. Swedish.  No abstract available. ,Sven Lakartidn.  1963,PubMed,citation,PMID:14043380,pubmed,14043380,create date:1963/09/11 | first author:FURBERG C
[THE AFFERENT SYSTEM OF MUSCLE IN MUSCULAR WORK AND MUSCULAR FATIGUE].,/pubmed/14065237,"MATEEV, KISELKOVA E.",Izv Inst Fiziol (Sofiia). 1963;6:19-33. Bulgarian.  No abstract available. ,Izv Inst Fiziol (Sofiia).  1963,PubMed,citation,PMID:14065237,pubmed,14065237,create date:1963/01/01 | first author:MATEEV
"FATIGUE, WORK DECREMENT, AND ENDURANCE IN A SIMPLE REPETITIVE TASK.",/pubmed/14048817,PIERSON WR.,Br J Med Psychol. 1963;36:279-82. No abstract available. ,Br J Med Psychol.  1963,PubMed,citation,PMID:14048817,pubmed,14048817,create date:1963/01/01 | first author:PIERSON WR
[Studies on occupational deafness. 1. Subjective symptoms concerning auditory apparatus and various fatigue].,/pubmed/14002630,YOKOYAMA T.,Nihon Jibiinkoka Gakkai Kaiho. 1962 Dec;65:1324-42. Japanese.  No abstract available. ,Nihon Jibiinkoka Gakkai Kaiho.  1962,PubMed,citation,PMID:14002630,pubmed,14002630,create date:1962/12/01 | first author:YOKOYAMA T
"[Effect of K, Mg-asparate administration on fatigue. I. Effect of K, Mg-asparate on fatigue after the work load by bicycle ergometer].",/pubmed/13939561,"OGATA M, SUGIYAMA K, TADATOMO A, HITOMI K.",Rodo Kagaku. 1962 Dec;38:705-9. Japanese.  No abstract available. ,Rodo Kagaku.  1962,PubMed,citation,PMID:13939561,pubmed,13939561,create date:1962/12/01 | first author:OGATA M
[On some physiological features of work and fatigue in tractor drivers working on high-rate catpillar tractors].,/pubmed/14035319,KOZLOV VN.,Gig Sanit. 1962 Nov;27:23-8. Russian.  No abstract available. ,Gig Sanit.  1962,PubMed,citation,PMID:14035319,pubmed,14035319,create date:1962/11/01 | first author:KOZLOV VN
[On a new treatment of fatigue and lakc of interest in work].,/pubmed/13979979,SZIRMAI EA.,Ther Umsch. 1962 Nov;19:486-8. German.  No abstract available. ,Ther Umsch.  1962,PubMed,citation,PMID:13979979,pubmed,13979979,create date:1962/11/01 | first author:SZIRMAI EA
[Effect of thiamine tetrahydrofurfuryl disulfide administration on the fatigue of workers].,/pubmed/14476122,"MORITA S, TAKAHASHI S, FUKUHARA A, ITACHI K, OHOBA K.",Rodo Kagaku. 1962 Jun;38:356-62. Japanese.  No abstract available. ,Rodo Kagaku.  1962,PubMed,citation,PMID:14476122,pubmed,14476122,create date:1962/06/01 | first author:MORITA S
[Attempted determination of fatigue during the course of very strenuous physical work].,/pubmed/14472374,"MELKA J, PEREGRIN J, HAVEL V, SKRANC O, SIMEK J, VESELY C.",Prac Lek. 1962 Jun;14:231-5. Czech.  No abstract available. ,Prac Lek.  1962,PubMed,citation,PMID:14472374,pubmed,14472374,create date:1962/06/01 | first author:MELKA J
[Electromyographic manifestations of fatigue during work of various degrees of intensity].,/pubmed/14474583,"MISSIURO W, KIRSCHNER H, KOZLOWSKI S.",Acta Physiol Pol. 1962 Jan-Feb;13:11-23. Polish.  No abstract available. ,Acta Physiol Pol.  1962,PubMed,citation,PMID:14474583,pubmed,14474583,create date:1962/01/01 | first author:MISSIURO W
[The role of inhibition in the development of fatigue in human muscular work].,/pubmed/13996399,"VASIL'EV LL, KHAVKINA NN.",Nerv Sist. 1962;3:152-9. Russian.  No abstract available. ,Nerv Sist.  1962,PubMed,citation,PMID:13996399,pubmed,13996399,create date:1962/01/01 | first author:VASIL'EV LL
"[Work and neuro-endocrine fatigue in the light of homeostasis. ""The wisdom of the body"" and the favorable action of hormones and vitamins].",/pubmed/13881197,COPELMAN S.,Arch Mal Prof. 1961 Aug-Sep;22:468-70. French.  No abstract available. ,Arch Mal Prof.  1961,PubMed,citation,PMID:13881197,pubmed,13881197,create date:1961/08/01 | first author:COPELMAN S
[Hormonal study of fatigue. Applications to occupational and sport medicine].,/pubmed/13874503,BUGARD P.,Arch Mal Prof. 1961 Aug-Sep;22:471-82. French.  No abstract available. ,Arch Mal Prof.  1961,PubMed,citation,PMID:13874503,pubmed,13874503,create date:1961/08/01 | first author:BUGARD P
[Auditory fatigue and its adaptation in textile workers].,/pubmed/13690556,"CAPELLA G, MONTSERRAT JM.",Rev Laryngol Otol Rhinol (Bord). 1961 Jan-Feb;82:102-5. French.  No abstract available. ,Rev Laryngol Otol Rhinol (Bord).  1961,PubMed,citation,PMID:13690556,pubmed,13690556,create date:1961/01/01 | first author:CAPELLA G
[Work fatigue and rest in modern man].,/pubmed/13714792,"HOCHREIN M, SCHLEICHER I.",Munch Med Wochenschr. 1960 Sep 9;102:1732-6. German.  No abstract available. ,Munch Med Wochenschr.  1960,PubMed,citation,PMID:13714792,pubmed,13714792,create date:1960/09/09 | first author:HOCHREIN M
[Fatigue after work and small amounts of alchohol ingestion in their effect on higher nervous activity].,/pubmed/13715768,"HOPPE C, BACHMANN H.",Z Arztl Fortbild (Berl). 1960 Aug 15;54:955-61. German.  No abstract available. ,Z Arztl Fortbild (Berl).  1960,PubMed,citation,PMID:13715768,pubmed,13715768,create date:1960/08/15 | first author:HOPPE C
[Operational fatigue of helicopter pilots].,/pubmed/13759880,LE ROUX R.,Rev Corps Sante Armees Terre Mer Air. 1960 Aug;1:493-518. French.  No abstract available. ,Rev Corps Sante Armees Terre Mer Air.  1960,PubMed,citation,PMID:13759880,pubmed,13759880,create date:1960/08/01 | first author:LE ROUX R
[Fatigue in static work].,/pubmed/14442677,"SCHERRER J, BOURGUIGNON A, MONOD H.",Rev Pathol Gen Physiol Clin. 1960 Mar;60:357-67. French.  No abstract available. ,Rev Pathol Gen Physiol Clin.  1960,PubMed,citation,PMID:14442677,pubmed,14442677,create date:1960/03/01 | first author:SCHERRER J
[Operational fatigue in the navy].,/pubmed/14424009,MOREIGNE E.,Rev Pathol Gen Physiol Clin. 1960 Mar;60:415-22. French.  No abstract available. ,Rev Pathol Gen Physiol Clin.  1960,PubMed,citation,PMID:14424009,pubmed,14424009,create date:1960/03/01 | first author:MOREIGNE E
[Work capacity during fatigue in man].,/pubmed/13803331,"BOURGUIGNON A, SCHERRER J.",Rev Pathol Gen Physiol Clin. 1960 Mar;60:347-55. French.  No abstract available. ,Rev Pathol Gen Physiol Clin.  1960,PubMed,citation,PMID:13803331,pubmed,13803331,create date:1960/03/01 | first author:BOURGUIGNON A
[Local muscle work and fatigue in man].,/pubmed/14498282,"SCHERRER J, MONOD H.",J Physiol (Paris). 1960;52:419-501. French.  No abstract available. ,J Physiol (Paris).  1960,PubMed,citation,PMID:14498282,pubmed,14498282,create date:1960/01/01 | first author:SCHERRER J
[The fatigue of the trip in Parisian workers].,/pubmed/14436635,"RAYMOND V, BARUCH C.",Arch Mal Prof. 1959 Jul-Aug;20:349-56. French.  No abstract available. ,Arch Mal Prof.  1959,PubMed,citation,PMID:14436635,pubmed,14436635,create date:1959/07/01 | first author:RAYMOND V
Threshold msucular fatigue level and strength decrement recovery of elbow flexor muscles resulting from varying degrees of muscular work.,/pubmed/13662116,PASTOR PJ.,Arch Phys Med Rehabil. 1959 Jun;40(6):247-52. No abstract available. ,Arch Phys Med Rehabil.  1959,PubMed,citation,PMID:13662116,pubmed,13662116,create date:1959/06/01 | first author:PASTOR PJ
